Ref,Val,Package,PosX,PosY,Rot,Side
"SW51","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",161.925000,-114.300000,0.000000,top
"SW52","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",180.975000,-114.300000,0.000000,top
"SW53","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",200.025000,-114.300000,0.000000,top
"SW54","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",219.075000,-114.300000,0.000000,top
"SW55","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",238.125000,-114.300000,0.000000,top
"SW56","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",257.175000,-114.300000,0.000000,top
"SW57","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",276.225000,-114.300000,0.000000,top
"SW58","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",295.275000,-114.300000,0.000000,top
"SW59","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",328.612500,-114.300000,0.000000,top
"SW60","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",361.950000,-114.300000,0.000000,top
"SW61","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",85.725000,-133.350000,0.000000,top
"SW62","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",114.300000,-133.350000,0.000000,top
"SW63","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",133.350000,-133.350000,0.000000,top
"SW64","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",152.400000,-133.350000,0.000000,top
"SW65","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",171.450000,-133.350000,0.000000,top
"SW66","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",190.500000,-133.350000,0.000000,top
"SW67","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",209.550000,-133.350000,0.000000,top
"SW68","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",228.600000,-133.350000,0.000000,top
"SW69","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",247.650000,-133.350000,0.000000,top
"SW70","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",266.700000,-133.350000,0.000000,top
"SW71","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",285.750000,-133.350000,0.000000,top
"SW72","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",314.325000,-133.350000,0.000000,top
"SW73","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",342.900000,-133.350000,0.000000,top
"SW74","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",361.950000,-133.350000,0.000000,top
"SW75","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",78.581250,-152.400000,0.000000,top
"SW76","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",102.393750,-152.400000,0.000000,top
"SW77","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",126.206250,-152.400000,0.000000,top
"SW78","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",190.500000,-152.400000,0.000000,top
"SW79","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",254.793750,-152.400000,0.000000,top
"SW80","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",278.606250,-152.400000,0.000000,top
"SW81","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",302.418750,-152.400000,0.000000,top
"SW82","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",323.850000,-152.400000,0.000000,top
"SW83","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",342.900000,-152.400000,0.000000,top
"SW84","SW_SPST","SW_MX_Kailh_Choc_V1V2_Mill-Max_Hybrid",361.950000,-152.400000,0.000000,top
"U2","TXS0101DBV","SOT-23-6",55.000000,-105.000000,90.000000,top
